Timestamp	operation-automated	config-track-changes	config-decide-changes	config-automated-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	troubleshoot	software-upgrade	software-validation	anomaly-detection	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-other	env-virtual-network	env-server-automation	env-location	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-tools-ansible	trend-tools-chef	trend-tools-puppet	trend-tools-saltstack	trend-tools-napalm	trend-tools-git	trend-tools-keyword-testing	trend-tools-ci	trend-tools-stackstorm	trend-tools-apstra	trend-tools-gluware	trend-tools-anuta-networks	feedback
11/3/16 22:45	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Pre/Post Change Checks, Compliance Checks"	Version control	Partially	Yes	"Tail-F, Custom scripts (python ..), Itential Pronghorn"	More than 1 a day	More than 1 a day	Tail-F	Custom scripts (python ..)			1001+	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	A little	None	A lot				A lot	Vendor provided solution	"Tail-F, Cisco Network Services Orchestrator"	North America	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	
11/3/16 23:08	"Troubleshooting, Pre/Post Change Checks, Data Collection / Reporting"	We are not keeping track of that	No	Yes	"Ansible, Custom scripts (python ..)"	More than 1 a day	1 to 5 per week	Ansible	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	51-250	Juniper	"Internet Peering, WAN, SP Backbone"	A lot	None	None	None	None	A little	A little	"VMWare, Docker or Containers, Non-VMWare hypervisor"	Ansible	Asia	Thinking about it	Currently evaluating it	I don't know	I don't know	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/3/16 23:41	"Configuration deployment, Configuration archiving, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks"	"Version control, Rancid/Oxidized"	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	"Syslog, Custom scripts"	51-250	"Brocade, Cisco IOS, Cisco NX-OS, Cisco ASA, Fortinet, F5 Networks"	"Datacenter, Internet Peering"	A little	A little	None	A lot	None	A lot	None	"Vagrant, GNS3, Vendor provided solution"	"Ansible, Chef"	North America	Currently evaluating it	Thinking about it	Already in production	Already in production	Already in production	Thinking about it	Thinking about it	Already in production	Already in production	No interest	I don't know	I don't know	Already in production	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	
11/4/16 1:26	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Troubleshooting, Software upgrade, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks"	Vendor specific tools	Partially	Yes	"Ansible, Puppet, Controller, Network vendor specific tools"	More than 1 a day	1 to 5 per month	"Custom scripts (python ..), Vendor specific tools"	"Ansible, Network vendor specific tools"		Vendor specific tools	1001+	Juniper	"Datacenter, Campus/User Access"	A lot							"VMWare, OpenStack, GNS3"	"Ansible, Puppet, Vendor Specific, Microsoft SCCM"	Europe	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	No interest	Already in production	Thinking about it	Currently Evaluating it		Currently Evaluating it			Currently Evaluating it							JunOS rocks
11/4/16 1:47	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration archiving, Software upgrade"	Vendor specific tools	Partially	Yes	Ansible	1 to 5 per week	1 to 5 per month		"Network vendor specific tools, Dell OpenManage Network Manager"	Custom scripts	We haven't automated the detection of anomaly	1001+	"Cisco IOS, Cisco NX-OS, Dell, Juniper"	"Datacenter, Campus/User Access"	A little							VMWare	Puppet	Europe	Currently evaluating it	Thinking about it	No interest	Thinking about it	No interest	No interest	Thinking about it	Currently Evaluating it	Thinking about it	Already in production		Thinking about it	Currently Evaluating it		Currently Evaluating it					
11/4/16 2:09	"Configuration generation, Anomaly detection, Data Collection / Reporting"	Rancid/Oxidized	No	No	We haven't automated the generation or deployment of our configurations	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Brocade, Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Internet Peering"	A little	None	None	None	None	A lot	A lot	We are not using virtual network devices for training or qualification	"Ansible, Vendor Specific"	Europe								Currently Evaluating it	No interest	No interest	No interest	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/4/16 3:02	"Configuration archiving, Anomaly detection, Data Collection / Reporting"	Rancid/Oxidized	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	Network vendor specific tools	Custom scripts	Syslog	1001+	"Cisco IOS, Juniper, Huawei"	"Internet Peering, SP Backbone"	A lot	None	None	None	None	None	A lot	GNS3	We don't have automation for server	Europe	I don't know	I don't know	I don't know	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/4/16 3:53	"Configuration generation, Configuration deployment, Configuration archiving, Troubleshooting, Software upgrade, Anomaly detection, Data Collection / Reporting, Compliance Checks"	"Version control, Rancid/Oxidized"	Yes	Yes	Custom scripts (python ..)	1 to 5 per month	Less than 1 per month	Custom scripts (python ..)	Custom scripts (python ..)	Custom scripts	"Syslog, Custom scripts"	251-1000	"Cisco IOS, Juniper, Mikrotik"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	None	None	A little	None	None	A lot	A little	"VMWare, OpenStack, Non-VMWare hypervisor, Homemade solution"	in-house developed tool	Europe	Thinking about it	Already in production	Already in production	Already in production	Already in production	Thinking about it	Thinking about it	No interest	Currently Evaluating it	Currently Evaluating it	No interest	No interest	Already in production	No interest	No interest	I don't know	I don't know	I don't know	I don't know	
11/4/16 4:09	"Day 0 Provisioning using a vendor solution, Configuration generation"	Version control	No	Yes	Ansible	1 to 5 per month	Less than 1 per month	Ansible	We haven't automated software upgrades	We haven't automated software qualification	Syslog	51-250	Cisco IOS	"Datacenter, Campus/User Access, WAN"	A lot	A little	A little	A little		A little		UNetLab	"Ansible, Chef"	Europe	Currently evaluating it	Thinking about it	No interest	Already in production	Already in production	Thinking about it	Thinking about it	Already in production	Already in production	No interest	No interest	Thinking about it	Already in production	No interest	Already in production	No interest	Thinking about it	Thinking about it	Thinking about it	
11/4/16 4:44	"Configuration deployment, Software upgrade, Anomaly detection, Data Collection / Reporting, Compliance Checks"	Vendor specific tools	No	Yes	"Network vendor specific tools, IBM Tivoli Netcool Configuration Manager, Third Party Software"	1 to 5 per week	1 to 5 per month	We haven't automated the troubleshooting		We haven't automated software qualification	"Vendor specific tools, IBM Tivoli Netcool Configuration Manager"	1001+	"Cisco IOS, Juniper"	"Datacenter, Campus/User Access, WAN"	None	None	None	None	None	None	None	VMWare	We don't have automation for server	Australia / Oceania / Pacific Islands	I don't know	Thinking about it	I don't know	I don't know	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/4/16 4:44	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Data Collection / Reporting, Compliance Checks"	"Version control, Rancid/Oxidized"	Partially	Yes	"Custom scripts (python ..), Network vendor specific tools"	More than 1 a day	1 to 5 per week	Custom scripts (python ..)	We haven't automated software upgrades	Custom scripts	Custom scripts	251-1000	Juniper	"Datacenter, SP Backbone"	A lot	None	None	None	None	A little	A little	VMWare	We don't have automation for server	Europe	I don't know	Thinking about it	I don't know	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	No interest	No interest	No interest	No interest	Thinking about it	Currently Evaluating it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/4/16 5:03	"Configuration archiving, Data Collection / Reporting"	Rancid/Oxidized	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week		We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	51-250	"Cisco IOS, Cisco NX-OS, Dell, HPE"	"Datacenter, Campus/User Access"	A little	None	None	None	None	A little	A little	We are not using virtual network devices for training or qualification	Puppet	North America	I don't know	Thinking about it	Currently evaluating it	I don't know	Currently evaluating it	I don't know	I don't know	Thinking about it	No interest	Already in production	I don't know	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/4/16 7:50	"Configuration deployment, Configuration archiving, Software upgrade"	FTP/SCP/TFTP	Partially	Yes	"Ansible, Custom scripts (python ..)"	1 to 5 per week	Less than 1 per month	Custom scripts (python ..)	"Ansible, Custom scripts (python ..)"	We haven't automated software qualification	Custom scripts	251-1000	"Cisco IOS, Juniper"	"WAN, SP Backbone"	A little	None	None	None	A little	A lot		VMWare	Microsoft SCCM	Europe	I don't know	Currently evaluating it	I don't know	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Currently Evaluating it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/4/16 9:22		Vendor specific tools	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per month	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	0-50	"Cisco IOS, Cisco NX-OS, Meraki"	"Datacenter, Campus/User Access, Internet Peering"	A lot	None	A little	None	None	A little		"VMWare, GNS3"	We don't have automation for server	North America	I don't know	Currently evaluating it	Thinking about it	Thinking about it	Currently evaluating it	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	Already in production	I don't know	Currently Evaluating it	I don't know	I don't know	I don't know	I don't know	
11/4/16 9:25	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Troubleshooting, Software upgrade, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks"	Version control	No	Yes	"Ansible, NAPALM, Custom scripts (python ..)"	More than 1 a day	1 to 5 per week	"Ansible, NAPALM, Custom scripts (python ..)"	Ansible		"Ansible, Custom scripts"	1001+	"Arista Networks, Cisco IOS, Cisco NX-OS, Dell, Juniper, Huawei, F5 Networks, A10 Networks, Fortinet"	"Datacenter, Internet Peering, WAN"	A lot	A little	None	None	None	A little	A little	"Vagrant, GNS3"	"Ansible, Chef"	Europe	Already in production	Already in production	I don't know	Already in production	Already in production	Currently evaluating it	I don't know	Already in production	Already in production	No interest	No interest	Already in production	Already in production	Thinking about it	Already in production	No interest	No interest	No interest	No interest	
