Timestamp	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-expect	env-language-powershell	env-language-other	env-virtual-network	env-server-automation	env-location	org-preference	operation-automated	config-track-changes	config-decide-changes	config-automated-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	software-upgrade	software-validation	anomaly-detection-sources	anomaly-detection-signal	transition-team-how-long	transition-team-actions	transition-self-how-long	transition-self-nbr-hours	transition-self-find-time	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-topics-sot	trend-topics-graph-db	trend-topics-network-health	trend-tools-ansible	trend-tools-chef	trend-tools-puppet	trend-tools-saltstack	trend-tools-napalm	trend-tools-nornir	trend-tools-netbox	trend-tools-elk	trend-tools-tsdb	trend-tools-kentik	trend-tools-nso	trend-tools-git	trend-tools-network-verification	trend-tools-keyword-testing	trend-tools-ci	trend-tools-stackstorm	feedback
10/12/19 19:24	1001-5000	Cisco IOS/IOS XE	"Campus/User Access, WAN"	A little									We are not using virtual network devices for training or qualification	Ansible	North America	buy	"Configuration deployment, Software upgrade, Compliance Checks"	Vendor specific tools	No	Yes	Network vendor specific tools	1 to 5 per month	Less than 1 per month	Network vendor specific tools	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, Routing Information"	"Up/Down/Threshold alert, Events correlation / rule engine"	Less than 1 year	Some of us learned on their own	2 to 5 years	201-1000	Learned on my own time	Currently evaluating it	Thinking about it	I don't know	Currently evaluating it	Currently evaluating it	Thinking about it	I don't know	Thinking about it	I don't know	I don't know	Currently Evaluating it				Thinking about it							Currently Evaluating it			Thinking about it		"My company outsourced all of the operations and support for our team, so I’ve mostly done architecture work over the past year.  I’ve learned a lot of what is in this survey starting on my journey over 2 years ago, but have not really been able to implement.  I think the best way to put it is, I feel like a painter with all these ideas and knows I can do great things but who has been handcuffed and had his paintbrush taken away."
10/13/19 12:14	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, VMWare, D-Link"	Service Provider / Edge	A lot	None	None	None	None	A little	A little	None	A little	"VMWare, Non-VMWare hypervisor (KVM et al.), GNS3, UNetLab, EVE-NG"	Ansible	Europe	build internally	"Configuration generation, Configuration deployment, Configuration archiving, Troubleshooting, Software upgrade"	"Version control, FTP/SCP/TFTP, Rancid/Oxidized"	Partially	Yes	"Ansible, Custom scripts using common libraries (netmiko/napalm)"	More than 1 a day	Less than 1 per month	"Ansible, Custom scripts using common libraries (netmiko/napalm)"	"Ansible, Custom scripts using common libraries (netmiko/napalm)"			1 to 2 years		Less than 1 year	201-1000	Learned on my own time	I don't know	Thinking about it	I don't know	Already in production	Currently evaluating it	Already in production	I don't know	I don't know	Already in production	Already in production	Already in production	No interest	No interest	No interest	No interest	No interest	No interest	Already in production	Already in production	No interest	No interest	Already in production	No interest	No interest	No interest	No interest	
10/13/19 19:48	5001-10000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR"	"Internet Peering, WAN"	A lot	None	None	None	None	A lot	A little	None	A little	"Vagrant, Docker Compose"	"Ansible, NSO"	Australia / Oceania / Pacific Islands	"no prefered approach, varies on case by case"	"Configuration deployment, Configuration archiving, Software qualification, Software upgrade, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	"Version control, Vendor specific tools"	Partially	Yes	NSO (Tail-F)	1 to 5 per week	Less than 1 per month	"Itential, NSO (Tail-F)"	NSO (Tail-F)	"ICMP/PING, Other active probes (IP SLA/RPM), External probes (pingmesh), SNMP, Syslog, sFlow/Netflow, Routing Information"	"Up/Down/Threshold alert, Events correlation / rule engine, Events correlation using AI/ML"	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	Less than 1 year	201-1000	Learned on my own time	Already in production	Currently evaluating it	Already in production	Already in production	Already in production	Currently evaluating it	Thinking about it	Already in production	Thinking about it	Already in production	Already in production	No interest	No interest	No interest	Already in production		No interest	Already in production	Already in production	No interest	Already in production	Already in production	I don't know	I don't know	Already in production	I don't know	
10/13/19 23:53	51-250	"Cisco IOS/IOS XE, Dell/EMC, VMWare, Ciena "	"Datacenter, Internet Peering, Service Provider / Edge"	None	None	None	None	None	None	None	None	None	GNS3	We don't have automation for servers	North America	use open source with support		"Rancid/Oxidized, Microsoft Excel"	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, Routing Information"	"Up/Down/Threshold alert, Events correlation / rule engine"	Less than 1 year	Some of us learned on their own	Less than 1 year	0-200	Learned on my own time	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
10/14/19 1:43	51-250	"Cisco IOS XR, Juniper, Huawei, Nokia "	"Internet Peering, Service Provider / Edge"	A lot	None	A little	None	A little	A little	None	None	None	vrnetlab	Home grown and sysrepo (NETCONF /YANG for servers etc)	Europe	buy	"Configuration generation, Configuration deployment, Software qualification, Troubleshooting, Software upgrade, Fault Remediation, Pre/Post Change Checks, Compliance Checks, Topology Mapping"	We are not keeping track of that	Yes	Yes	NSO (Tail-F)	1 to 5 per week	1 to 5 per month	NSO (Tail-F) 	NSO (Tail-F)	"SNMP, Routing Information, API"	"Up/Down/Threshold alert, Events correlation / rule engine"	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We hired dedicated Network Automation Engineer(s)"	Less than 1 year	0-200	Transitioned into the new role full-time and learned on the job	No interest	Already in production	No interest	Already in production	Already in production	Currently evaluating it	Currently evaluating it	Already in production	I don't know	Already in production	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	Thinking about it	No interest	Already in production	Already in production	Thinking about it	No interest	Already in production	Thinking about it	
10/14/19 3:04	1001-5000	"Cisco IOS/IOS XE, Cisco IOS XR, HPE/Aruba"	"Datacenter, Campus/User Access, WAN"	A little									Vendor provided solution (VIRL / Junosphere .. )	"Ansible, Vendor Specific"	Europe	use open source with support	"Day 0 Provisioning using a vendor solution, Configuration archiving"	Version control	No	Yes	"Ansible, Controller (ODL/DNAC/NSX/OpenContrail...)"	1 to 5 per month	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, Streaming Telemetry"	"Events correlation / rule engine, Events correlation using AI/ML"	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	2 to 5 years	201-1000	Dedicated some time per week at work	Thinking about it	Thinking about it	I don't know	Already in production	Already in production	Currently evaluating it	Currently evaluating it	Currently evaluating it	I don't know	Already in production	Already in production	No interest	No interest	Thinking about it	No interest	Thinking about it	Thinking about it	Already in production	I don't know	I don't know	Thinking about it	Already in production	I don't know	I don't know	I don't know	I don't know	
10/14/19 5:18																																																											
10/14/19 5:34	51-250	Cisco IOS/IOS XE	Campus/User Access	A lot									"VMWare, Docker Compose, Vendor provided solution (VIRL / Junosphere .. )"	"Ansible, SaltStack"	Europe	buy	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Software upgrade"	Version control	No	Yes	"Excel macros, Ansible, SaltStack, NAPALM, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	Less than 1 per month	1 to 5 per month	SaltStack				1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	Less than 1 year	201-1000	Dedicated some time per week at work	Already in production	Currently evaluating it	Currently evaluating it	Currently evaluating it	Thinking about it			Currently evaluating it			Already in production			Already in production	Already in production	Thinking about it	Thinking about it	Already in production	Thinking about it		Thinking about it	Already in production		Currently Evaluating it	Currently Evaluating it		
10/14/19 10:30	51-250	Cisco NX-OS/ACI	Datacenter	A lot									We are not using virtual network devices for training or qualification	Ansible	Europe	buy	"Configuration generation, Configuration deployment, Pre/Post Change Checks, Data Collection / Reporting"	"Version control, Microsoft Excel"	No	Yes	"Excel macros, Ansible"	1 to 5 per month	Less than 1 per month			"ICMP/PING, SNMP, Syslog, API"	Up/Down/Threshold alert	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	Less than 1 year	201-1000	Dedicated some time per week at work	Already in production		Thinking about it	Currently evaluating it	Thinking about it	No interest	I don't know	Currently evaluating it	No interest	No interest	Already in production	No interest	No interest	Thinking about it	No interest	Thinking about it	Currently Evaluating it	I don't know	I don't know	I don't know	I don't know	Currently Evaluating it		I don't know	I don't know	I don't know	
10/14/19 10:47	5001-10000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, VMWare, Cisco ASA, Aerohive"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge"	A lot		A lot	A little		A little	A little			We are not using virtual network devices for training or qualification	"Ansible, Vendor Specific"	North America	"no prefered approach, varies on case by case"	"Configuration deployment, Configuration archiving, Software upgrade"	"Vendor specific tools, HPE Network Automation (HP NA)"	No	Yes	"Ansible, HPE Network Automation (HP NA), Custom scripts using common libraries (netmiko/napalm)"	1 to 5 per week		Custom scripts using common libraries (netmiko/napalm)	We haven’t automated software qualification	"ICMP/PING, Other active probes (IP SLA/RPM), External probes (pingmesh), SNMP, Syslog, sFlow/Netflow"	Up/Down/Threshold alert	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	2 to 5 years	201-1000	Dedicated some time per week at work	Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it		Currently evaluating it	Thinking about it	Currently evaluating it	Already in production	No interest	No interest	I don't know	I don't know	I don't know	I don't know	Thinking about it	I don't know	I don't know	I don't know	Currently Evaluating it	Thinking about it	I don't know	I don't know	I don't know	
10/14/19 11:00	1001-5000	Cisco IOS/IOS XE	Campus/User Access	A lot					A little		A little		"GNS3, UNetLab, Vendor provided solution (VIRL / Junosphere .. )"	"Ansible, SaltStack"	Europe	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Data Collection / Reporting, Compliance Checks"	Version control	No	Yes	"Ansible, Custom scripts using common libraries (netmiko/napalm)"	1 to 5 per month	Less than 1 per month	Custom scripts using common libraries (netmiko/napalm)	We haven’t automated software qualification	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, sFlow/Netflow, Routing Information"	We haven’t automated the detection of anomaly	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training, We participated in hackathon(s)"	1 to 2 years	0-200	Dedicated some time per week at work	Thinking about it	Already in production	Thinking about it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production			Already in production	Already in production	Currently Evaluating it	Thinking about it	Already in production	Thinking about it	I don't know	Currently Evaluating it	Already in production	I don't know	Currently Evaluating it	Currently Evaluating it	No interest	
10/14/19 13:01	5001-10000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Juniper"	"Datacenter, Campus/User Access, Internet Peering"	A lot	None	A little	A little	None	A little	None	None		"Vagrant, VMWare, OpenStack, Docker Compose, Kubernetes, Non-VMWare hypervisor (KVM et al.), GNS3"	"Ansible, Chef"	Europe	use open source with support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration archiving, Pre/Post Change Checks, Data Collection / Reporting, Topology Mapping"	"Version control, Rancid/Oxidized"	No	Yes	"Ansible, Low level custom scripts (Python paramiko/socket)"	More than 1 a day	1 to 5 per week	Ansible	We haven’t automated software qualification	"ICMP/PING, External probes (pingmesh), SNMP, Syslog, sFlow/Netflow"	Up/Down/Threshold alert	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We hired dedicated Network Automation Engineer(s)"	2 to 5 years	1001-4000	Transitioned into the new role full-time and learned on the job	Currently evaluating it	Thinking about it	No interest	Currently evaluating it	Thinking about it	Thinking about it	Already in production	Already in production	Thinking about it	Currently evaluating it	Already in production	Already in production	No interest	No interest	Currently Evaluating it	Thinking about it	No interest	Thinking about it	Thinking about it	No interest	No interest	Already in production	Currently Evaluating it	No interest	Already in production	No interest	
